language,template_id,kind,label,source,op_a,op_b,op_c,ab_text,ba_text,abc_text,bca_text,cab_text,acb_text,cba_text,bac_text
en,11,triple,NQM,The engineer fixed the bug in the morning.,N,Q,M,,,Is it apparently true that the engineer did not fix the bug in the morning?,Is it false that the engineer fixed apparently the bug in the morning?,Did the engineer fail to fix the bug in the morning?,Did the engineer fail to fix the bug in the morning?,Is it false that the engineer apparently fixed the bug in the morning?,Is it false that the engineer fixed apparently the bug in the morning?
en,11,triple,NQT,The engineer fixed the bug in the morning.,N,Q,T,,,Will it be true that the engineer did not fix the bug in the morning?,Is it false that the engineer plans to fix the bug in the morning?,Will the engineer did not fix the bug in the morning?,Will the engineer did not fix the bug in the morning?,Is it false that the engineer plans to fix the bug in the morning?,Is it false that the engineer plans to fix the bug in the morning?
en,11,triple,NMT,The engineer fixed the bug in the morning.,N,M,T,,,The engineer failed to plans to fix apparently the bug in the morning.,The engineer apparently did not fix the bug in the morning.,The engineer did not fix apparently the bug in the morning.,The engineer failed to plans to fix apparently the bug in the morning.,The engineer did not fix apparently the bug in the morning.,The engineer apparently failed to plans to fix the bug in the morning.
en,11,triple,QMT,The engineer fixed the bug in the morning.,Q,M,T,,,Is it apparently true that the engineer plans to fix the bug in the morning?,Will the engineer apparently fixed the bug in the morning?,Is it apparently true that the engineer plans to fix the bug in the morning?,Is it apparently true that the engineer plans to fix the bug in the morning?,Will the engineer apparently fixed the bug in the morning?,Will it be true that the engineer apparently fixed the bug in the morning?
en,12,pair,NQ_vs_QN,The teacher confirmed the answer after the review.,N,Q,,Did the teacher fail to confirm the answer after the review?,Is it false that the teacher confirmed the answer after the review?,,,,,,
en,12,pair,NM_vs_MN,The teacher confirmed the answer after the review.,N,M,,The teacher did not confirm allegedly the answer after the review.,The teacher allegedly did not confirm the answer after the review.,,,,,,
en,12,pair,NT_vs_TN,The teacher confirmed the answer after the review.,N,T,,The teacher failed to will confirm the answer after the review.,The teacher did not confirm the answer after the review.,,,,,,
en,12,pair,QM_vs_MQ,The teacher confirmed the answer after the review.,Q,M,,Is it allegedly true that the teacher confirmed the answer after the review?,Did the teacher allegedly confirm the answer after the review?,,,,,,
en,12,pair,QT_vs_TQ,The teacher confirmed the answer after the review.,Q,T,,Will it be true that the teacher confirmed the answer after the review?,Will the teacher confirmed the answer after the review?,,,,,,
en,12,pair,MT_vs_TM,The teacher confirmed the answer after the review.,M,T,,The teacher allegedly will confirm the answer after the review.,The teacher will confirm allegedly the answer after the review.,,,,,,
en,12,triple,NQM,The teacher confirmed the answer after the review.,N,Q,M,,,Is it allegedly true that the teacher did not confirm the answer after the review?,Is it false that the teacher confirmed allegedly the answer after the review?,Did the teacher fail to confirm the answer after the review?,Did the teacher fail to confirm the answer after the review?,Is it false that the teacher allegedly confirmed the answer after the review?,Is it false that the teacher confirmed allegedly the answer after the review?
en,12,triple,NQT,The teacher confirmed the answer after the review.,N,Q,T,,,Will it be true that the teacher did not confirm the answer after the review?,Is it false that the teacher will confirm the answer after the review?,Will the teacher did not confirm the answer after the review?,Will the teacher did not confirm the answer after the review?,Is it false that the teacher will confirm the answer after the review?,Is it false that the teacher will confirm the answer after the review?
en,12,triple,NMT,The teacher confirmed the answer after the review.,N,M,T,,,The teacher failed to will confirm allegedly the answer after the review.,The teacher allegedly did not confirm the answer after the review.,The teacher did not confirm allegedly the answer after the review.,The teacher failed to will confirm allegedly the answer after the review.,The teacher did not confirm allegedly the answer after the review.,The teacher allegedly failed to will confirm the answer after the review.
en,12,triple,QMT,The teacher confirmed the answer after the review.,Q,M,T,,,Is it allegedly true that the teacher will confirm the answer after the review?,Will the teacher allegedly confirmed the answer after the review?,Is it allegedly true that the teacher will confirm the answer after the review?,Is it allegedly true that the teacher will confirm the answer after the review?,Will the teacher allegedly confirmed the answer after the review?,Will it be true that the teacher allegedly confirmed the answer after the review?
en,13,pair,NQ_vs_QN,The scientist supported the theory before the deadline.,N,Q,,Did the scientist fail to support the theory before the deadline?,Is it false that the scientist supported the theory before the deadline?,,,,,,
en,13,pair,NM_vs_MN,The scientist supported the theory before the deadline.,N,M,,The scientist failed to support allegedly the theory before the deadline.,The scientist allegedly failed to support the theory before the deadline.,,,,,,
en,13,pair,NT_vs_TN,The scientist supported the theory before the deadline.,N,T,,The scientist failed to plans to support the theory before the deadline.,The scientist did not support the theory before the deadline.,,,,,,
en,13,pair,QM_vs_MQ,The scientist supported the theory before the deadline.,Q,M,,Is it allegedly true that the scientist supported the theory before the deadline?,Did the scientist allegedly support the theory before the deadline?,,,,,,
en,13,pair,QT_vs_TQ,The scientist supported the theory before the deadline.,Q,T,,Will it be true that the scientist supported the theory before the deadline?,Will the scientist supported the theory before the deadline?,,,,,,
en,13,pair,MT_vs_TM,The scientist supported the theory before the deadline.,M,T,,The scientist allegedly plans to support the theory before the deadline.,The scientist plans to support allegedly the theory before the deadline.,,,,,,
