model,target_class,source_set,source_id,source,prompt_style,layer,control,gain,vector_class,prompt,generated,target_marker_hit,content_preserved,target_and_preserved,malformed_or_repetitive,generated_chars,target_best_prob,target_best_rank,target_top1_any
gpt2,question,application_naturalish_heldout,3,The dataset was anonymized by the hospital team in Krakow.,neutral_same,-1,string_append_source,0.0,,<postprocess: append target marker to source>,The dataset was anonymized by the hospital team in Krakow?,1.0,1.0,1.0,0.0,58.0,,,
gpt2,question,application_naturalish_heldout,3,The dataset was anonymized by the hospital team in Krakow.,neutral_same,2,target,0.75,question,"Same meaning, same wording:
The dataset was anonymized by the hospital team in Krakow.
Output:","The data is a very good approximation of the data.

The data is a very good approximation of the",0.0,0.0,0.0,0.0,96.0,0.12417464703321457,2.0,0.0
gpt2,question,application_naturalish_heldout,3,The dataset was anonymized by the hospital team in Krakow.,neutral_same,2,wrong_marker,0.75,exclamation,"Same meaning, same wording:
The dataset was anonymized by the hospital team in Krakow.
Output:","The dataset was anonymized by the hospital team in Krakow.
The dataset was anonymized by the",0.0,1.0,0.0,0.0,92.0,0.0003049647784791887,36.0,0.0
gpt2,question,application_naturalish_heldout,3,The dataset was anonymized by the hospital team in Krakow.,neutral_same,2,random_norm,0.75,random_norm,"Same meaning, same wording:
The dataset was anonymized by the hospital team in Krakow.
Output:","The dataset was anonymized by the hospital team in Krakow.

The dataset was anonymized by",0.0,1.0,0.0,0.0,89.0,0.0008765663369558752,43.0,0.0
gpt2,question,application_naturalish_heldout,3,The dataset was anonymized by the hospital team in Krakow.,neutral_same,2,negative_target,0.75,question,"Same meaning, same wording:
The dataset was anonymized by the hospital team in Krakow.
Output:","The data was extracted using the following methods:

The first step was to create a dataset of the data",0.0,0.0,0.0,0.0,103.0,7.421182817779481e-05,237.0,0.0
gpt2,question,application_naturalish_heldout,3,The dataset was anonymized by the hospital team in Krakow.,neutral_same,3,target,0.75,question,"Same meaning, same wording:
The dataset was anonymized by the hospital team in Krakow.
Output:","The dataset was anonymized by the hospital team in Krakow.
The dataset was anonymized by the hospital",0.0,1.0,0.0,0.0,101.0,0.035554252564907074,2.0,0.0
gpt2,question,application_naturalish_heldout,3,The dataset was anonymized by the hospital team in Krakow.,neutral_same,3,wrong_marker,0.75,exclamation,"Same meaning, same wording:
The dataset was anonymized by the hospital team in Krakow.
Output:","The dataset was anonymized by the hospital team in Krakow.
The dataset was anonymized by the",0.0,1.0,0.0,0.0,92.0,0.00022277490643318743,36.0,0.0
gpt2,question,application_naturalish_heldout,3,The dataset was anonymized by the hospital team in Krakow.,neutral_same,3,random_norm,0.75,random_norm,"Same meaning, same wording:
The dataset was anonymized by the hospital team in Krakow.
Output:","The data was analysed using the following methods:
The data were analysed using the following methods:
The data were",0.0,0.0,0.0,0.0,116.0,0.00011127616744488478,276.0,0.0
gpt2,question,application_naturalish_heldout,3,The dataset was anonymized by the hospital team in Krakow.,neutral_same,3,negative_target,0.75,question,"Same meaning, same wording:
The dataset was anonymized by the hospital team in Krakow.
Output:","The data was extracted using the following methods:

from the data import pd.

The data",0.0,0.0,0.0,1.0,87.0,7.510891009587795e-05,495.0,0.0
gpt2,question,application_naturalish_heldout,4,"When the parser failed, the notebook saved a diagnostic snapshot.",neutral_restate,-1,none,0.0,,"Restate the following sentence exactly.
Sentence: When the parser failed, the notebook saved a diagnostic snapshot.
Restatement:","When the parser failed, the notebook saved a diagnostic snapshot.
Sentence: When the parser failed, the notebook saved",0.0,1.0,0.0,0.0,118.0,0.00012093895202269778,35.0,0.0
gpt2,question,application_naturalish_heldout,4,"When the parser failed, the notebook saved a diagnostic snapshot.",neutral_restate,-1,strong_prompt,0.0,,"Restate the following sentence exactly, but end it with a question mark.
Sentence: When the parser failed, the notebook saved a diagnostic snapshot.
Restatement:","When the parser failed, the notebook saved a diagnostic snapshot.
Sentence: When the parser failed, the notebook saved",0.0,1.0,0.0,0.0,118.0,0.00017147717881016433,23.0,0.0
gpt2,question,application_naturalish_heldout,4,"When the parser failed, the notebook saved a diagnostic snapshot.",neutral_restate,-1,string_append_source,0.0,,<postprocess: append target marker to source>,"When the parser failed, the notebook saved a diagnostic snapshot?",1.0,1.0,1.0,0.0,65.0,,,
gpt2,question,application_naturalish_heldout,4,"When the parser failed, the notebook saved a diagnostic snapshot.",neutral_restate,2,target,0.75,question,"Restate the following sentence exactly.
Sentence: When the parser failed, the notebook saved a diagnostic snapshot.
Restatement:","When the parser failed, the notebook saved a diagnostic snapshot.
Sentence: When the parser failed, the notebook saved",0.0,1.0,0.0,0.0,118.0,0.25222471356391907,2.0,0.0
gpt2,question,application_naturalish_heldout,4,"When the parser failed, the notebook saved a diagnostic snapshot.",neutral_restate,2,wrong_marker,0.75,exclamation,"Restate the following sentence exactly.
Sentence: When the parser failed, the notebook saved a diagnostic snapshot.
Restatement:","When the parser failed, the notebook saved a diagnostic snapshot.
Sentence: When the parser failed, the notebook saved",0.0,1.0,0.0,0.0,118.0,0.002415740629658103,9.0,0.0
gpt2,question,application_naturalish_heldout,4,"When the parser failed, the notebook saved a diagnostic snapshot.",neutral_restate,2,random_norm,0.75,random_norm,"Restate the following sentence exactly.
Sentence: When the parser failed, the notebook saved a diagnostic snapshot.
Restatement:","When the parser failed, the notebook saved a diagnostic snapshot.
Sentence: When the parser failed, the notebook saved",0.0,1.0,0.0,0.0,118.0,0.0007826039800420403,21.0,0.0
gpt2,question,application_naturalish_heldout,4,"When the parser failed, the notebook saved a diagnostic snapshot.",neutral_restate,2,negative_target,0.75,question,"Restate the following sentence exactly.
Sentence: When the parser failed, the notebook saved a diagnostic snapshot.
Restatement:","The notebook saved a diagnostic snapshot.
Sentence: The notebook saved a diagnostic snapshot.
Sentence: The notebook",0.0,0.0,0.0,0.0,116.0,0.0002132067020284012,104.0,0.0
gpt2,question,application_naturalish_heldout,4,"When the parser failed, the notebook saved a diagnostic snapshot.",neutral_restate,3,target,0.75,question,"Restate the following sentence exactly.
Sentence: When the parser failed, the notebook saved a diagnostic snapshot.
Restatement:","When the parser failed, the notebook saved a diagnostic snapshot.
Sentence: When the parser failed, the notebook saved",0.0,1.0,0.0,0.0,118.0,0.1975817084312439,2.0,0.0
gpt2,question,application_naturalish_heldout,4,"When the parser failed, the notebook saved a diagnostic snapshot.",neutral_restate,3,wrong_marker,0.75,exclamation,"Restate the following sentence exactly.
Sentence: When the parser failed, the notebook saved a diagnostic snapshot.
Restatement:","When the parser failed, the notebook saved a diagnostic snapshot.
Sentence: When the parser failed, the notebook saved",0.0,1.0,0.0,0.0,118.0,0.0016262572025880218,13.0,0.0
gpt2,question,application_naturalish_heldout,4,"When the parser failed, the notebook saved a diagnostic snapshot.",neutral_restate,3,random_norm,0.75,random_norm,"Restate the following sentence exactly.
Sentence: When the parser failed, the notebook saved a diagnostic snapshot.
Restatement:","When the parser failed, the notebook saved a diagnostic snapshot.
Sentence: When the parser failed, the notebook saved",0.0,1.0,0.0,0.0,118.0,0.0002851233584806323,27.0,0.0
gpt2,question,application_naturalish_heldout,4,"When the parser failed, the notebook saved a diagnostic snapshot.",neutral_restate,3,negative_target,0.75,question,"Restate the following sentence exactly.
Sentence: When the parser failed, the notebook saved a diagnostic snapshot.
Restatement:","When the parser failed, the notebook saved a diagnostic snapshot.
Sentence: When the parser failed, the notebook saved",0.0,1.0,0.0,0.0,118.0,0.00014243295299820602,62.0,0.0
gpt2,question,application_naturalish_heldout,4,"When the parser failed, the notebook saved a diagnostic snapshot.",neutral_same,-1,none,0.0,,"Same meaning, same wording:
When the parser failed, the notebook saved a diagnostic snapshot.
Output:","The notebook saved a diagnostic snapshot.

The notebook saved a diagnostic snapshot.

The notebook saved a",0.0,0.0,0.0,1.0,106.0,0.00027492648223415017,27.0,0.0
gpt2,question,application_naturalish_heldout,4,"When the parser failed, the notebook saved a diagnostic snapshot.",neutral_same,-1,strong_prompt,0.0,,"Restate the following sentence exactly, but end it with a question mark.
Sentence: When the parser failed, the notebook saved a diagnostic snapshot.
Restatement:","When the parser failed, the notebook saved a diagnostic snapshot.
Sentence: When the parser failed, the notebook saved",0.0,1.0,0.0,0.0,118.0,0.00017147717881016433,23.0,0.0
gpt2,question,application_naturalish_heldout,4,"When the parser failed, the notebook saved a diagnostic snapshot.",neutral_same,-1,string_append_source,0.0,,<postprocess: append target marker to source>,"When the parser failed, the notebook saved a diagnostic snapshot?",1.0,1.0,1.0,0.0,65.0,,,
gpt2,question,application_naturalish_heldout,4,"When the parser failed, the notebook saved a diagnostic snapshot.",neutral_same,2,target,0.75,question,"Same meaning, same wording:
When the parser failed, the notebook saved a diagnostic snapshot.
Output:","The notebook saved a diagnostic snapshot.

The notebook saved a diagnostic snapshot?

The notebook saved a",1.0,0.0,0.0,1.0,106.0,0.7134919166564941,1.0,1.0
gpt2,question,application_naturalish_heldout,4,"When the parser failed, the notebook saved a diagnostic snapshot.",neutral_same,2,wrong_marker,0.75,exclamation,"Same meaning, same wording:
When the parser failed, the notebook saved a diagnostic snapshot.
Output:","The notebook saved a diagnostic snapshot.

The notebook saved a diagnostic snapshot!

The notebook saved a",0.0,0.0,0.0,1.0,106.0,0.009183942340314388,9.0,0.0
