language,template_id,level,text,marker,marker_found,marker_span_start,marker_span_end,marker_token_count
ru,134,0,sosed ravnodushen k etot gorod posle vstrechi.,ravnodushen,True,3,7,4
ru,134,1,sosed simpatiziruet etot gorod posle vstrechi.,simpatiziruet,True,3,7,4
ru,134,2,sosed lyubit etot gorod posle vstrechi.,lyubit,True,3,6,3
ru,135,-2,sosed nenavidit etot dizayn vo vremya obzora.,nenavidit,True,3,6,3
ru,135,-1,sosed nedolyublivaet etot dizayn vo vremya obzora.,nedolyublivaet,True,3,9,6
ru,135,0,sosed ravnodushen k etot dizayn vo vremya obzora.,ravnodushen,True,3,7,4
ru,135,1,sosed simpatiziruet etot dizayn vo vremya obzora.,simpatiziruet,True,3,7,4
ru,135,2,sosed lyubit etot dizayn vo vremya obzora.,lyubit,True,3,6,3
ru,136,-2,polzovatel nenavidit etot dizayn vo vremya obzora.,nenavidit,True,5,8,3
ru,136,-1,polzovatel nedolyublivaet etot dizayn vo vremya obzora.,nedolyublivaet,True,5,11,6
ru,136,0,polzovatel ravnodushen k etot dizayn vo vremya obzora.,ravnodushen,True,5,9,4
ru,136,1,polzovatel simpatiziruet etot dizayn vo vremya obzora.,simpatiziruet,True,5,9,4
ru,136,2,polzovatel lyubit etot dizayn vo vremya obzora.,lyubit,True,5,8,3
ru,137,-2,sosed nenavidit etot film naedine.,nenavidit,True,3,6,3
ru,137,-1,sosed nedolyublivaet etot film naedine.,nedolyublivaet,True,3,9,6
ru,137,0,sosed ravnodushen k etot film naedine.,ravnodushen,True,3,7,4
ru,137,1,sosed simpatiziruet etot film naedine.,simpatiziruet,True,3,7,4
ru,137,2,sosed lyubit etot film naedine.,lyubit,True,3,6,3
ru,138,-2,uchitel nenavidit etu ideyu v kontse.,nenavidit,True,4,7,3
ru,138,-1,uchitel nedolyublivaet etu ideyu v kontse.,nedolyublivaet,True,4,10,6
ru,138,0,uchitel ravnodushen k etu ideyu v kontse.,ravnodushen,True,4,8,4
ru,138,1,uchitel simpatiziruet etu ideyu v kontse.,simpatiziruet,True,4,8,4
ru,138,2,uchitel lyubit etu ideyu v kontse.,lyubit,True,4,7,3
ru,139,-2,polzovatel nenavidit etu ideyu segodnya.,nenavidit,True,5,8,3
ru,139,-1,polzovatel nedolyublivaet etu ideyu segodnya.,nedolyublivaet,True,5,11,6
ru,139,0,polzovatel ravnodushen k etu ideyu segodnya.,ravnodushen,True,5,9,4
ru,139,1,polzovatel simpatiziruet etu ideyu segodnya.,simpatiziruet,True,5,9,4
ru,139,2,polzovatel lyubit etu ideyu segodnya.,lyubit,True,5,8,3
ru,140,-2,kritik nenavidit tebya posle vstrechi.,nenavidit,True,2,5,3
ru,140,-1,kritik nedolyublivaet tebya posle vstrechi.,nedolyublivaet,True,2,8,6
ru,140,0,kritik ravnodushen k tebya posle vstrechi.,ravnodushen,True,2,6,4
ru,140,1,kritik simpatiziruet tebya posle vstrechi.,simpatiziruet,True,2,6,4
ru,140,2,kritik lyubit tebya posle vstrechi.,lyubit,True,2,5,3
ru,141,-2,kritik nenavidit etu ideyu segodnya.,nenavidit,True,2,5,3
ru,141,-1,kritik nedolyublivaet etu ideyu segodnya.,nedolyublivaet,True,2,8,6
ru,141,0,kritik ravnodushen k etu ideyu segodnya.,ravnodushen,True,2,6,4
ru,141,1,kritik simpatiziruet etu ideyu segodnya.,simpatiziruet,True,2,6,4
ru,141,2,kritik lyubit etu ideyu segodnya.,lyubit,True,2,5,3
ru,142,-2,hudozhnik nenavidit etot gorod segodnya.,nenavidit,True,5,8,3
ru,142,-1,hudozhnik nedolyublivaet etot gorod segodnya.,nedolyublivaet,True,5,11,6
ru,142,0,hudozhnik ravnodushen k etot gorod segodnya.,ravnodushen,True,5,9,4
ru,142,1,hudozhnik simpatiziruet etot gorod segodnya.,simpatiziruet,True,5,9,4
ru,142,2,hudozhnik lyubit etot gorod segodnya.,lyubit,True,5,8,3
ru,143,-2,issledovatel nenavidit tebya naedine.,nenavidit,True,5,8,3
ru,143,-1,issledovatel nedolyublivaet tebya naedine.,nedolyublivaet,True,5,11,6
ru,143,0,issledovatel ravnodushen k tebya naedine.,ravnodushen,True,5,9,4
ru,143,1,issledovatel simpatiziruet tebya naedine.,simpatiziruet,True,5,9,4
ru,143,2,issledovatel lyubit tebya naedine.,lyubit,True,5,8,3
ru,144,-2,polzovatel nenavidit etot dizayn naedine.,nenavidit,True,5,8,3
ru,144,-1,polzovatel nedolyublivaet etot dizayn naedine.,nedolyublivaet,True,5,11,6
ru,144,0,polzovatel ravnodushen k etot dizayn naedine.,ravnodushen,True,5,9,4
ru,144,1,polzovatel simpatiziruet etot dizayn naedine.,simpatiziruet,True,5,9,4
ru,144,2,polzovatel lyubit etot dizayn naedine.,lyubit,True,5,8,3
ru,145,-2,uchitel nenavidit etu pesnyu naedine.,nenavidit,True,4,7,3
ru,145,-1,uchitel nedolyublivaet etu pesnyu naedine.,nedolyublivaet,True,4,10,6
ru,145,0,uchitel ravnodushen k etu pesnyu naedine.,ravnodushen,True,4,8,4
ru,145,1,uchitel simpatiziruet etu pesnyu naedine.,simpatiziruet,True,4,8,4
ru,145,2,uchitel lyubit etu pesnyu naedine.,lyubit,True,4,7,3
ru,146,-2,issledovatel nenavidit eto predlozhenie v kontse.,nenavidit,True,5,8,3
ru,146,-1,issledovatel nedolyublivaet eto predlozhenie v kontse.,nedolyublivaet,True,5,11,6
ru,146,0,issledovatel ravnodushen k eto predlozhenie v kontse.,ravnodushen,True,5,9,4
ru,146,1,issledovatel simpatiziruet eto predlozhenie v kontse.,simpatiziruet,True,5,9,4
ru,146,2,issledovatel lyubit eto predlozhenie v kontse.,lyubit,True,5,8,3
ru,147,-2,issledovatel nenavidit etot film segodnya.,nenavidit,True,5,8,3
ru,147,-1,issledovatel nedolyublivaet etot film segodnya.,nedolyublivaet,True,5,11,6
ru,147,0,issledovatel ravnodushen k etot film segodnya.,ravnodushen,True,5,9,4
ru,147,1,issledovatel simpatiziruet etot film segodnya.,simpatiziruet,True,5,9,4
ru,147,2,issledovatel lyubit etot film segodnya.,lyubit,True,5,8,3
ru,148,-2,uchitel nenavidit tebya v kontse.,nenavidit,True,4,7,3
ru,148,-1,uchitel nedolyublivaet tebya v kontse.,nedolyublivaet,True,4,10,6
ru,148,0,uchitel ravnodushen k tebya v kontse.,ravnodushen,True,4,8,4
ru,148,1,uchitel simpatiziruet tebya v kontse.,simpatiziruet,True,4,8,4
ru,148,2,uchitel lyubit tebya v kontse.,lyubit,True,4,7,3
ru,149,-2,kritik nenavidit eto predlozhenie segodnya.,nenavidit,True,2,5,3
ru,149,-1,kritik nedolyublivaet eto predlozhenie segodnya.,nedolyublivaet,True,2,8,6
ru,149,0,kritik ravnodushen k eto predlozhenie segodnya.,ravnodushen,True,2,6,4
ru,149,1,kritik simpatiziruet eto predlozhenie segodnya.,simpatiziruet,True,2,6,4
ru,149,2,kritik lyubit eto predlozhenie segodnya.,lyubit,True,2,5,3
ru,150,-2,polzovatel nenavidit etu sistemu naedine.,nenavidit,True,5,8,3
ru,150,-1,polzovatel nedolyublivaet etu sistemu naedine.,nedolyublivaet,True,5,11,6
ru,150,0,polzovatel ravnodushen k etu sistemu naedine.,ravnodushen,True,5,9,4
ru,150,1,polzovatel simpatiziruet etu sistemu naedine.,simpatiziruet,True,5,9,4
ru,150,2,polzovatel lyubit etu sistemu naedine.,lyubit,True,5,8,3
ru,151,-2,polzovatel nenavidit tebya posle vstrechi.,nenavidit,True,5,8,3
ru,151,-1,polzovatel nedolyublivaet tebya posle vstrechi.,nedolyublivaet,True,5,11,6
ru,151,0,polzovatel ravnodushen k tebya posle vstrechi.,ravnodushen,True,5,9,4
ru,151,1,polzovatel simpatiziruet tebya posle vstrechi.,simpatiziruet,True,5,9,4
ru,151,2,polzovatel lyubit tebya posle vstrechi.,lyubit,True,5,8,3
ru,152,-2,ona nenavidit etu ideyu posle vstrechi.,nenavidit,True,2,5,3
ru,152,-1,ona nedolyublivaet etu ideyu posle vstrechi.,nedolyublivaet,True,2,8,6
ru,152,0,ona ravnodushen k etu ideyu posle vstrechi.,ravnodushen,True,2,6,4
ru,152,1,ona simpatiziruet etu ideyu posle vstrechi.,simpatiziruet,True,2,6,4
ru,152,2,ona lyubit etu ideyu posle vstrechi.,lyubit,True,2,5,3
ru,153,-2,ona nenavidit tebya posle vstrechi.,nenavidit,True,2,5,3
ru,153,-1,ona nedolyublivaet tebya posle vstrechi.,nedolyublivaet,True,2,8,6
ru,153,0,ona ravnodushen k tebya posle vstrechi.,ravnodushen,True,2,6,4
ru,153,1,ona simpatiziruet tebya posle vstrechi.,simpatiziruet,True,2,6,4
ru,153,2,ona lyubit tebya posle vstrechi.,lyubit,True,2,5,3
ru,154,-2,ona nenavidit etu ideyu v kontse.,nenavidit,True,2,5,3
ru,154,-1,ona nedolyublivaet etu ideyu v kontse.,nedolyublivaet,True,2,8,6
ru,154,0,ona ravnodushen k etu ideyu v kontse.,ravnodushen,True,2,6,4
ru,154,1,ona simpatiziruet etu ideyu v kontse.,simpatiziruet,True,2,6,4
ru,154,2,ona lyubit etu ideyu v kontse.,lyubit,True,2,5,3
ru,155,-2,hudozhnik nenavidit eto predlozhenie vo vremya obzora.,nenavidit,True,5,8,3
ru,155,-1,hudozhnik nedolyublivaet eto predlozhenie vo vremya obzora.,nedolyublivaet,True,5,11,6
ru,155,0,hudozhnik ravnodushen k eto predlozhenie vo vremya obzora.,ravnodushen,True,5,9,4
ru,155,1,hudozhnik simpatiziruet eto predlozhenie vo vremya obzora.,simpatiziruet,True,5,9,4
ru,155,2,hudozhnik lyubit eto predlozhenie vo vremya obzora.,lyubit,True,5,8,3
ru,156,-2,ona nenavidit etot film vo vremya obzora.,nenavidit,True,2,5,3
ru,156,-1,ona nedolyublivaet etot film vo vremya obzora.,nedolyublivaet,True,2,8,6
ru,156,0,ona ravnodushen k etot film vo vremya obzora.,ravnodushen,True,2,6,4
ru,156,1,ona simpatiziruet etot film vo vremya obzora.,simpatiziruet,True,2,6,4
ru,156,2,ona lyubit etot film vo vremya obzora.,lyubit,True,2,5,3
ru,157,-2,ya nenavidit etot film posle vstrechi.,nenavidit,True,2,5,3
ru,157,-1,ya nedolyublivaet etot film posle vstrechi.,nedolyublivaet,True,2,8,6
ru,157,0,ya ravnodushen k etot film posle vstrechi.,ravnodushen,True,2,6,4
ru,157,1,ya simpatiziruet etot film posle vstrechi.,simpatiziruet,True,2,6,4
ru,157,2,ya lyubit etot film posle vstrechi.,lyubit,True,2,5,3
ru,158,-2,ona nenavidit etu pesnyu v kontse.,nenavidit,True,2,5,3
ru,158,-1,ona nedolyublivaet etu pesnyu v kontse.,nedolyublivaet,True,2,8,6
ru,158,0,ona ravnodushen k etu pesnyu v kontse.,ravnodushen,True,2,6,4
ru,158,1,ona simpatiziruet etu pesnyu v kontse.,simpatiziruet,True,2,6,4
ru,158,2,ona lyubit etu pesnyu v kontse.,lyubit,True,2,5,3
ru,159,-2,ya nenavidit etu pesnyu posle vstrechi.,nenavidit,True,2,5,3
ru,159,-1,ya nedolyublivaet etu pesnyu posle vstrechi.,nedolyublivaet,True,2,8,6
ru,159,0,ya ravnodushen k etu pesnyu posle vstrechi.,ravnodushen,True,2,6,4
ru,159,1,ya simpatiziruet etu pesnyu posle vstrechi.,simpatiziruet,True,2,6,4
ru,159,2,ya lyubit etu pesnyu posle vstrechi.,lyubit,True,2,5,3
zh,0,-2,yonghu taoyan zhe bu dianying zuihou.,taoyan,True,4,6,2
zh,0,-1,yonghu bu tai xihuan zhe bu dianying zuihou.,bu tai xihuan,True,4,9,5
zh,0,0,yonghu dui zhe bu dianying wu gan zuihou.,wu gan,True,11,14,3
zh,0,1,yonghu xihuan zhe bu dianying zuihou.,xihuan,True,4,7,3
zh,0,2,yonghu reai zhe bu dianying zuihou.,reai,True,4,6,2
zh,1,-2,wo taoyan zhe ge xitong shencha shi.,taoyan,True,2,4,2
zh,1,-1,wo bu tai xihuan zhe ge xitong shencha shi.,bu tai xihuan,True,2,7,5
zh,1,0,wo dui zhe ge xitong wu gan shencha shi.,wu gan,True,9,12,3
zh,1,1,wo xihuan zhe ge xitong shencha shi.,xihuan,True,2,5,3
zh,1,2,wo reai zhe ge xitong shencha shi.,reai,True,2,4,2
zh,2,-2,yishujia taoyan zhe ge xitong zuihou.,taoyan,True,4,6,2
zh,2,-1,yishujia bu tai xihuan zhe ge xitong zuihou.,bu tai xihuan,True,4,9,5
zh,2,0,yishujia dui zhe ge xitong wu gan zuihou.,wu gan,True,11,14,3
zh,2,1,yishujia xihuan zhe ge xitong zuihou.,xihuan,True,4,7,3
zh,2,2,yishujia reai zhe ge xitong zuihou.,reai,True,4,6,2
zh,3,-2,pinglun zhe taoyan zhe ge jianyi shencha shi.,taoyan,True,6,8,2
zh,3,-1,pinglun zhe bu tai xihuan zhe ge jianyi shencha shi.,bu tai xihuan,True,6,11,5
zh,3,0,pinglun zhe dui zhe ge jianyi wu gan shencha shi.,wu gan,True,13,16,3
zh,3,1,pinglun zhe xihuan zhe ge jianyi shencha shi.,xihuan,True,6,9,3
zh,3,2,pinglun zhe reai zhe ge jianyi shencha shi.,reai,True,6,8,2
zh,4,-2,ta taoyan zhe bu dianying huiyi hou.,taoyan,True,2,4,2
zh,4,-1,ta bu tai xihuan zhe bu dianying huiyi hou.,bu tai xihuan,True,2,7,5
zh,4,0,ta dui zhe bu dianying wu gan huiyi hou.,wu gan,True,9,12,3
zh,4,1,ta xihuan zhe bu dianying huiyi hou.,xihuan,True,2,5,3
zh,4,2,ta reai zhe bu dianying huiyi hou.,reai,True,2,4,2
zh,5,-2,laoshi taoyan zhe zuo chengshi jintian.,taoyan,True,3,5,2
zh,5,-1,laoshi bu tai xihuan zhe zuo chengshi jintian.,bu tai xihuan,True,3,8,5
zh,5,0,laoshi dui zhe zuo chengshi wu gan jintian.,wu gan,True,11,14,3
zh,5,1,laoshi xihuan zhe zuo chengshi jintian.,xihuan,True,3,6,3
zh,5,2,laoshi reai zhe zuo chengshi jintian.,reai,True,3,5,2
zh,6,-2,pinglun zhe taoyan zhe ge xitong huiyi hou.,taoyan,True,6,8,2
zh,6,-1,pinglun zhe bu tai xihuan zhe ge xitong huiyi hou.,bu tai xihuan,True,6,11,5
zh,6,0,pinglun zhe dui zhe ge xitong wu gan huiyi hou.,wu gan,True,13,16,3
zh,6,1,pinglun zhe xihuan zhe ge xitong huiyi hou.,xihuan,True,6,9,3
zh,6,2,pinglun zhe reai zhe ge xitong huiyi hou.,reai,True,6,8,2
zh,7,-2,ta taoyan zhe ge jianyi shencha shi.,taoyan,True,2,4,2
zh,7,-1,ta bu tai xihuan zhe ge jianyi shencha shi.,bu tai xihuan,True,2,7,5
zh,7,0,ta dui zhe ge jianyi wu gan shencha shi.,wu gan,True,9,12,3
zh,7,1,ta xihuan zhe ge jianyi shencha shi.,xihuan,True,2,5,3
zh,7,2,ta reai zhe ge jianyi shencha shi.,reai,True,2,4,2
zh,8,-2,linju taoyan zhe ge sheji huiyi hou.,taoyan,True,3,5,2
zh,8,-1,linju bu tai xihuan zhe ge sheji huiyi hou.,bu tai xihuan,True,3,8,5
zh,8,0,linju dui zhe ge sheji wu gan huiyi hou.,wu gan,True,9,12,3
zh,8,1,linju xihuan zhe ge sheji huiyi hou.,xihuan,True,3,6,3
zh,8,2,linju reai zhe ge sheji huiyi hou.,reai,True,3,5,2
zh,9,-2,laoshi taoyan zhe shou ge jintian.,taoyan,True,3,5,2
zh,9,-1,laoshi bu tai xihuan zhe shou ge jintian.,bu tai xihuan,True,3,8,5
zh,9,0,laoshi dui zhe shou ge wu gan jintian.,wu gan,True,9,12,3
zh,9,1,laoshi xihuan zhe shou ge jintian.,xihuan,True,3,6,3
zh,9,2,laoshi reai zhe shou ge jintian.,reai,True,3,5,2
zh,10,-2,yanjiu zhe taoyan zhe bu dianying zuihou.,taoyan,True,6,8,2
zh,10,-1,yanjiu zhe bu tai xihuan zhe bu dianying zuihou.,bu tai xihuan,True,6,11,5
zh,10,0,yanjiu zhe dui zhe bu dianying wu gan zuihou.,wu gan,True,13,16,3
zh,10,1,yanjiu zhe xihuan zhe bu dianying zuihou.,xihuan,True,6,9,3
zh,10,2,yanjiu zhe reai zhe bu dianying zuihou.,reai,True,6,8,2
zh,11,-2,ta taoyan ni shencha shi.,taoyan,True,2,4,2
zh,11,-1,ta bu tai xihuan ni shencha shi.,bu tai xihuan,True,2,7,5
zh,11,0,ta dui ni wu gan shencha shi.,wu gan,True,4,7,3
zh,11,1,ta xihuan ni shencha shi.,xihuan,True,2,5,3
zh,11,2,ta reai ni shencha shi.,reai,True,2,4,2
zh,12,-2,linju taoyan zhe ge jianyi zuihou.,taoyan,True,3,5,2
zh,12,-1,linju bu tai xihuan zhe ge jianyi zuihou.,bu tai xihuan,True,3,8,5
zh,12,0,linju dui zhe ge jianyi wu gan zuihou.,wu gan,True,10,13,3
zh,12,1,linju xihuan zhe ge jianyi zuihou.,xihuan,True,3,6,3
zh,12,2,linju reai zhe ge jianyi zuihou.,reai,True,3,5,2
zh,13,-2,laoshi taoyan zhe shou ge sixiadi.,taoyan,True,3,5,2
zh,13,-1,laoshi bu tai xihuan zhe shou ge sixiadi.,bu tai xihuan,True,3,8,5
zh,13,0,laoshi dui zhe shou ge wu gan sixiadi.,wu gan,True,9,12,3
zh,13,1,laoshi xihuan zhe shou ge sixiadi.,xihuan,True,3,6,3
zh,13,2,laoshi reai zhe shou ge sixiadi.,reai,True,3,5,2
zh,14,-2,pinglun zhe taoyan zhe zuo chengshi huiyi hou.,taoyan,True,6,8,2
zh,14,-1,pinglun zhe bu tai xihuan zhe zuo chengshi huiyi hou.,bu tai xihuan,True,6,11,5
zh,14,0,pinglun zhe dui zhe zuo chengshi wu gan huiyi hou.,wu gan,True,14,17,3
zh,14,1,pinglun zhe xihuan zhe zuo chengshi huiyi hou.,xihuan,True,6,9,3
zh,14,2,pinglun zhe reai zhe zuo chengshi huiyi hou.,reai,True,6,8,2
zh,15,-2,pinglun zhe taoyan zhe zuo chengshi shencha shi.,taoyan,True,6,8,2
zh,15,-1,pinglun zhe bu tai xihuan zhe zuo chengshi shencha shi.,bu tai xihuan,True,6,11,5
zh,15,0,pinglun zhe dui zhe zuo chengshi wu gan shencha shi.,wu gan,True,14,17,3
zh,15,1,pinglun zhe xihuan zhe zuo chengshi shencha shi.,xihuan,True,6,9,3
zh,15,2,pinglun zhe reai zhe zuo chengshi shencha shi.,reai,True,6,8,2
zh,16,-2,ta taoyan zhe shou ge jintian.,taoyan,True,2,4,2
zh,16,-1,ta bu tai xihuan zhe shou ge jintian.,bu tai xihuan,True,2,7,5
zh,16,0,ta dui zhe shou ge wu gan jintian.,wu gan,True,8,11,3
zh,16,1,ta xihuan zhe shou ge jintian.,xihuan,True,2,5,3
zh,16,2,ta reai zhe shou ge jintian.,reai,True,2,4,2
zh,17,-2,linju taoyan zhe zuo chengshi huiyi hou.,taoyan,True,3,5,2
zh,17,-1,linju bu tai xihuan zhe zuo chengshi huiyi hou.,bu tai xihuan,True,3,8,5
zh,17,0,linju dui zhe zuo chengshi wu gan huiyi hou.,wu gan,True,11,14,3
zh,17,1,linju xihuan zhe zuo chengshi huiyi hou.,xihuan,True,3,6,3
zh,17,2,linju reai zhe zuo chengshi huiyi hou.,reai,True,3,5,2
zh,18,-2,linju taoyan zhe ge jianyi sixiadi.,taoyan,True,3,5,2
zh,18,-1,linju bu tai xihuan zhe ge jianyi sixiadi.,bu tai xihuan,True,3,8,5
zh,18,0,linju dui zhe ge jianyi wu gan sixiadi.,wu gan,True,10,13,3
zh,18,1,linju xihuan zhe ge jianyi sixiadi.,xihuan,True,3,6,3
zh,18,2,linju reai zhe ge jianyi sixiadi.,reai,True,3,5,2
zh,19,-2,yishujia taoyan zhe ge xiangfa jintian.,taoyan,True,4,6,2
zh,19,-1,yishujia bu tai xihuan zhe ge xiangfa jintian.,bu tai xihuan,True,4,9,5
zh,19,0,yishujia dui zhe ge xiangfa wu gan jintian.,wu gan,True,11,14,3
zh,19,1,yishujia xihuan zhe ge xiangfa jintian.,xihuan,True,4,7,3
zh,19,2,yishujia reai zhe ge xiangfa jintian.,reai,True,4,6,2
zh,20,-2,yonghu taoyan zhe bu dianying sixiadi.,taoyan,True,4,6,2
zh,20,-1,yonghu bu tai xihuan zhe bu dianying sixiadi.,bu tai xihuan,True,4,9,5
zh,20,0,yonghu dui zhe bu dianying wu gan sixiadi.,wu gan,True,11,14,3
zh,20,1,yonghu xihuan zhe bu dianying sixiadi.,xihuan,True,4,7,3
zh,20,2,yonghu reai zhe bu dianying sixiadi.,reai,True,4,6,2
zh,21,-2,ta taoyan zhe ge xiangfa zuihou.,taoyan,True,2,4,2
zh,21,-1,ta bu tai xihuan zhe ge xiangfa zuihou.,bu tai xihuan,True,2,7,5
zh,21,0,ta dui zhe ge xiangfa wu gan zuihou.,wu gan,True,9,12,3
zh,21,1,ta xihuan zhe ge xiangfa zuihou.,xihuan,True,2,5,3
zh,21,2,ta reai zhe ge xiangfa zuihou.,reai,True,2,4,2
zh,22,-2,yonghu taoyan zhe ge jianyi jintian.,taoyan,True,4,6,2
zh,22,-1,yonghu bu tai xihuan zhe ge jianyi jintian.,bu tai xihuan,True,4,9,5
zh,22,0,yonghu dui zhe ge jianyi wu gan jintian.,wu gan,True,11,14,3
zh,22,1,yonghu xihuan zhe ge jianyi jintian.,xihuan,True,4,7,3
zh,22,2,yonghu reai zhe ge jianyi jintian.,reai,True,4,6,2
zh,23,-2,yanjiu zhe taoyan zhe bu dianying shencha shi.,taoyan,True,6,8,2
zh,23,-1,yanjiu zhe bu tai xihuan zhe bu dianying shencha shi.,bu tai xihuan,True,6,11,5
zh,23,0,yanjiu zhe dui zhe bu dianying wu gan shencha shi.,wu gan,True,13,16,3
zh,23,1,yanjiu zhe xihuan zhe bu dianying shencha shi.,xihuan,True,6,9,3
zh,23,2,yanjiu zhe reai zhe bu dianying shencha shi.,reai,True,6,8,2
zh,24,-2,wo taoyan ni huiyi hou.,taoyan,True,2,4,2
zh,24,-1,wo bu tai xihuan ni huiyi hou.,bu tai xihuan,True,2,7,5
zh,24,0,wo dui ni wu gan huiyi hou.,wu gan,True,4,7,3
zh,24,1,wo xihuan ni huiyi hou.,xihuan,True,2,5,3
zh,24,2,wo reai ni huiyi hou.,reai,True,2,4,2
zh,25,-2,yonghu taoyan zhe ge xitong shencha shi.,taoyan,True,4,6,2
zh,25,-1,yonghu bu tai xihuan zhe ge xitong shencha shi.,bu tai xihuan,True,4,9,5
zh,25,0,yonghu dui zhe ge xitong wu gan shencha shi.,wu gan,True,11,14,3
zh,25,1,yonghu xihuan zhe ge xitong shencha shi.,xihuan,True,4,7,3
zh,25,2,yonghu reai zhe ge xitong shencha shi.,reai,True,4,6,2
zh,26,-2,yishujia taoyan ni jintian.,taoyan,True,4,6,2
zh,26,-1,yishujia bu tai xihuan ni jintian.,bu tai xihuan,True,4,9,5
zh,26,0,yishujia dui ni wu gan jintian.,wu gan,True,6,9,3
zh,26,1,yishujia xihuan ni jintian.,xihuan,True,4,7,3
zh,26,2,yishujia reai ni jintian.,reai,True,4,6,2
zh,27,-2,laoshi taoyan ni huiyi hou.,taoyan,True,3,5,2
zh,27,-1,laoshi bu tai xihuan ni huiyi hou.,bu tai xihuan,True,3,8,5
zh,27,0,laoshi dui ni wu gan huiyi hou.,wu gan,True,5,8,3
zh,27,1,laoshi xihuan ni huiyi hou.,xihuan,True,3,6,3
zh,27,2,laoshi reai ni huiyi hou.,reai,True,3,5,2
zh,28,-2,pinglun zhe taoyan zhe bu dianying huiyi hou.,taoyan,True,6,8,2
zh,28,-1,pinglun zhe bu tai xihuan zhe bu dianying huiyi hou.,bu tai xihuan,True,6,11,5
zh,28,0,pinglun zhe dui zhe bu dianying wu gan huiyi hou.,wu gan,True,13,16,3
zh,28,1,pinglun zhe xihuan zhe bu dianying huiyi hou.,xihuan,True,6,9,3
zh,28,2,pinglun zhe reai zhe bu dianying huiyi hou.,reai,True,6,8,2
zh,29,-2,laoshi taoyan zhe ge xitong shencha shi.,taoyan,True,3,5,2
zh,29,-1,laoshi bu tai xihuan zhe ge xitong shencha shi.,bu tai xihuan,True,3,8,5
zh,29,0,laoshi dui zhe ge xitong wu gan shencha shi.,wu gan,True,10,13,3
zh,29,1,laoshi xihuan zhe ge xitong shencha shi.,xihuan,True,3,6,3
zh,29,2,laoshi reai zhe ge xitong shencha shi.,reai,True,3,5,2
zh,30,-2,wo taoyan zhe shou ge jintian.,taoyan,True,2,4,2
zh,30,-1,wo bu tai xihuan zhe shou ge jintian.,bu tai xihuan,True,2,7,5
zh,30,0,wo dui zhe shou ge wu gan jintian.,wu gan,True,8,11,3
zh,30,1,wo xihuan zhe shou ge jintian.,xihuan,True,2,5,3
zh,30,2,wo reai zhe shou ge jintian.,reai,True,2,4,2
zh,31,-2,ta taoyan zhe bu dianying sixiadi.,taoyan,True,2,4,2
zh,31,-1,ta bu tai xihuan zhe bu dianying sixiadi.,bu tai xihuan,True,2,7,5
zh,31,0,ta dui zhe bu dianying wu gan sixiadi.,wu gan,True,9,12,3
zh,31,1,ta xihuan zhe bu dianying sixiadi.,xihuan,True,2,5,3
zh,31,2,ta reai zhe bu dianying sixiadi.,reai,True,2,4,2
zh,32,-2,wo taoyan zhe ge sheji zuihou.,taoyan,True,2,4,2
zh,32,-1,wo bu tai xihuan zhe ge sheji zuihou.,bu tai xihuan,True,2,7,5
zh,32,0,wo dui zhe ge sheji wu gan zuihou.,wu gan,True,8,11,3
zh,32,1,wo xihuan zhe ge sheji zuihou.,xihuan,True,2,5,3
zh,32,2,wo reai zhe ge sheji zuihou.,reai,True,2,4,2
zh,33,-2,yanjiu zhe taoyan zhe ge xitong zuihou.,taoyan,True,6,8,2
zh,33,-1,yanjiu zhe bu tai xihuan zhe ge xitong zuihou.,bu tai xihuan,True,6,11,5
zh,33,0,yanjiu zhe dui zhe ge xitong wu gan zuihou.,wu gan,True,13,16,3
zh,33,1,yanjiu zhe xihuan zhe ge xitong zuihou.,xihuan,True,6,9,3
zh,33,2,yanjiu zhe reai zhe ge xitong zuihou.,reai,True,6,8,2
zh,34,-2,yonghu taoyan zhe bu dianying jintian.,taoyan,True,4,6,2
zh,34,-1,yonghu bu tai xihuan zhe bu dianying jintian.,bu tai xihuan,True,4,9,5
zh,34,0,yonghu dui zhe bu dianying wu gan jintian.,wu gan,True,11,14,3
zh,34,1,yonghu xihuan zhe bu dianying jintian.,xihuan,True,4,7,3
zh,34,2,yonghu reai zhe bu dianying jintian.,reai,True,4,6,2
zh,35,-2,yanjiu zhe taoyan zhe ge sheji sixiadi.,taoyan,True,6,8,2
zh,35,-1,yanjiu zhe bu tai xihuan zhe ge sheji sixiadi.,bu tai xihuan,True,6,11,5
zh,35,0,yanjiu zhe dui zhe ge sheji wu gan sixiadi.,wu gan,True,12,15,3
zh,35,1,yanjiu zhe xihuan zhe ge sheji sixiadi.,xihuan,True,6,9,3
zh,35,2,yanjiu zhe reai zhe ge sheji sixiadi.,reai,True,6,8,2
zh,36,-2,laoshi taoyan zhe zuo chengshi sixiadi.,taoyan,True,3,5,2
zh,36,-1,laoshi bu tai xihuan zhe zuo chengshi sixiadi.,bu tai xihuan,True,3,8,5
zh,36,0,laoshi dui zhe zuo chengshi wu gan sixiadi.,wu gan,True,11,14,3
zh,36,1,laoshi xihuan zhe zuo chengshi sixiadi.,xihuan,True,3,6,3
zh,36,2,laoshi reai zhe zuo chengshi sixiadi.,reai,True,3,5,2
zh,37,-2,wo taoyan zhe shou ge sixiadi.,taoyan,True,2,4,2
zh,37,-1,wo bu tai xihuan zhe shou ge sixiadi.,bu tai xihuan,True,2,7,5
