template_id,kind,source,a,b,c,ab,ba,abc,bca,cab,acb,cba,bac
13,antisymmetry,The teacher supported the theory.,N,T,,The teacher will fail to support the theory tomorrow.,The teacher failed to have supported the theory earlier.,,,,,,
13,antisymmetry,The teacher supported the theory.,Q,M,,Could the teacher allegedly support the theory?,Is it alleged that the teacher supported the theory?,,,,,,
13,antisymmetry,The teacher supported the theory.,Q,T,,Could the teacher support the theory tomorrow?,Will the teacher support the theory tomorrow?,,,,,,
13,antisymmetry,The teacher supported the theory.,M,T,,The teacher will allegedly support the theory tomorrow.,The teacher was allegedly going to support the theory.,,,,,,
13,jacobi,The teacher supported the theory.,N,Q,M,,,Could the teacher allegedly fail to support the theory?,Is it false that the teacher allegedly supported the theory?,Is it alleged that the teacher failed to support the theory?,Could it be alleged that the teacher failed to support the theory?,"Allegedly, is it false that the teacher supported the theory?",Could it be false that the teacher allegedly supported the theory?
13,jacobi,The teacher supported the theory.,N,Q,T,,,Could the teacher fail to support the theory tomorrow?,Is it false that the teacher will support the theory tomorrow?,Could the teacher have failed to support the theory earlier?,Could it be that the teacher will fail to support the theory tomorrow?,Will it be false that the teacher support the theory tomorrow?,Could it be false that the teacher will support the theory tomorrow?
13,jacobi,The teacher supported the theory.,N,M,T,,,The teacher will allegedly fail to support the theory tomorrow.,The teacher was allegedly going to fail to support the theory.,"Earlier, the teacher allegedly failed to have supported the theory.","Allegedly, the teacher will fail to support the theory tomorrow.","Earlier, it was alleged that the teacher failed to have supported the theory.",It is alleged that the teacher will fail to support the theory tomorrow.
13,jacobi,The teacher supported the theory.,Q,M,T,,,Could the teacher allegedly support the theory tomorrow?,Could it be alleged that the teacher will support the theory tomorrow?,"Allegedly, will the teacher support the theory tomorrow?","Allegedly, could the teacher support the theory tomorrow?",Could the teacher have allegedly planned to support the theory?,Will it be alleged that the teacher support the theory tomorrow?
14,antisymmetry,The oracle completed the repair.,N,Q,,Could the oracle fail to complete the repair?,Is it false that the oracle completed the repair?,,,,,,
14,antisymmetry,The oracle completed the repair.,N,M,,The oracle allegedly failed to complete the repair.,"Allegedly, the oracle failed to complete the repair.",,,,,,
14,antisymmetry,The oracle completed the repair.,N,T,,The oracle will fail to complete the repair tomorrow.,The oracle failed to have completed the repair earlier.,,,,,,
14,antisymmetry,The oracle completed the repair.,Q,M,,Could the oracle allegedly complete the repair?,Is it alleged that the oracle completed the repair?,,,,,,
14,antisymmetry,The oracle completed the repair.,Q,T,,Could the oracle complete the repair tomorrow?,Will the oracle complete the repair tomorrow?,,,,,,
14,antisymmetry,The oracle completed the repair.,M,T,,The oracle will allegedly complete the repair tomorrow.,The oracle was allegedly going to complete the repair.,,,,,,
14,jacobi,The oracle completed the repair.,N,Q,M,,,Could the oracle allegedly fail to complete the repair?,Is it false that the oracle allegedly completed the repair?,Is it alleged that the oracle failed to complete the repair?,Could it be alleged that the oracle failed to complete the repair?,"Allegedly, is it false that the oracle completed the repair?",Could it be false that the oracle allegedly completed the repair?
14,jacobi,The oracle completed the repair.,N,Q,T,,,Could the oracle fail to complete the repair tomorrow?,Is it false that the oracle will complete the repair tomorrow?,Could the oracle have failed to complete the repair earlier?,Could it be that the oracle will fail to complete the repair tomorrow?,Will it be false that the oracle complete the repair tomorrow?,Could it be false that the oracle will complete the repair tomorrow?
14,jacobi,The oracle completed the repair.,N,M,T,,,The oracle will allegedly fail to complete the repair tomorrow.,The oracle was allegedly going to fail to complete the repair.,"Earlier, the oracle allegedly failed to have completed the repair.","Allegedly, the oracle will fail to complete the repair tomorrow.","Earlier, it was alleged that the oracle failed to have completed the repair.",It is alleged that the oracle will fail to complete the repair tomorrow.
14,jacobi,The oracle completed the repair.,Q,M,T,,,Could the oracle allegedly complete the repair tomorrow?,Could it be alleged that the oracle will complete the repair tomorrow?,"Allegedly, will the oracle complete the repair tomorrow?","Allegedly, could the oracle complete the repair tomorrow?",Could the oracle have allegedly planned to complete the repair?,Will it be alleged that the oracle complete the repair tomorrow?
15,antisymmetry,The scientist guarded the treasure.,N,Q,,Could the scientist fail to guard the treasure?,Is it false that the scientist guarded the treasure?,,,,,,
15,antisymmetry,The scientist guarded the treasure.,N,M,,The scientist allegedly failed to guard the treasure.,"Allegedly, the scientist failed to guard the treasure.",,,,,,
15,antisymmetry,The scientist guarded the treasure.,N,T,,The scientist will fail to guard the treasure tomorrow.,The scientist failed to have guarded the treasure earlier.,,,,,,
15,antisymmetry,The scientist guarded the treasure.,Q,M,,Could the scientist allegedly guard the treasure?,Is it alleged that the scientist guarded the treasure?,,,,,,
15,antisymmetry,The scientist guarded the treasure.,Q,T,,Could the scientist guard the treasure tomorrow?,Will the scientist guard the treasure tomorrow?,,,,,,
15,antisymmetry,The scientist guarded the treasure.,M,T,,The scientist will allegedly guard the treasure tomorrow.,The scientist was allegedly going to guard the treasure.,,,,,,
15,jacobi,The scientist guarded the treasure.,N,Q,M,,,Could the scientist allegedly fail to guard the treasure?,Is it false that the scientist allegedly guarded the treasure?,Is it alleged that the scientist failed to guard the treasure?,Could it be alleged that the scientist failed to guard the treasure?,"Allegedly, is it false that the scientist guarded the treasure?",Could it be false that the scientist allegedly guarded the treasure?
15,jacobi,The scientist guarded the treasure.,N,Q,T,,,Could the scientist fail to guard the treasure tomorrow?,Is it false that the scientist will guard the treasure tomorrow?,Could the scientist have failed to guard the treasure earlier?,Could it be that the scientist will fail to guard the treasure tomorrow?,Will it be false that the scientist guard the treasure tomorrow?,Could it be false that the scientist will guard the treasure tomorrow?
15,jacobi,The scientist guarded the treasure.,N,M,T,,,The scientist will allegedly fail to guard the treasure tomorrow.,The scientist was allegedly going to fail to guard the treasure.,"Earlier, the scientist allegedly failed to have guarded the treasure.","Allegedly, the scientist will fail to guard the treasure tomorrow.","Earlier, it was alleged that the scientist failed to have guarded the treasure.",It is alleged that the scientist will fail to guard the treasure tomorrow.
15,jacobi,The scientist guarded the treasure.,Q,M,T,,,Could the scientist allegedly guard the treasure tomorrow?,Could it be alleged that the scientist will guard the treasure tomorrow?,"Allegedly, will the scientist guard the treasure tomorrow?","Allegedly, could the scientist guard the treasure tomorrow?",Could the scientist have allegedly planned to guard the treasure?,Will it be alleged that the scientist guard the treasure tomorrow?
16,antisymmetry,The scientist signed the treaty.,N,Q,,Could the scientist fail to sign the treaty?,Is it false that the scientist signed the treaty?,,,,,,
16,antisymmetry,The scientist signed the treaty.,N,M,,The scientist allegedly failed to sign the treaty.,"Allegedly, the scientist failed to sign the treaty.",,,,,,
16,antisymmetry,The scientist signed the treaty.,N,T,,The scientist will fail to sign the treaty tomorrow.,The scientist failed to have signed the treaty earlier.,,,,,,
16,antisymmetry,The scientist signed the treaty.,Q,M,,Could the scientist allegedly sign the treaty?,Is it alleged that the scientist signed the treaty?,,,,,,
16,antisymmetry,The scientist signed the treaty.,Q,T,,Could the scientist sign the treaty tomorrow?,Will the scientist sign the treaty tomorrow?,,,,,,
16,antisymmetry,The scientist signed the treaty.,M,T,,The scientist will allegedly sign the treaty tomorrow.,The scientist was allegedly going to sign the treaty.,,,,,,
16,jacobi,The scientist signed the treaty.,N,Q,M,,,Could the scientist allegedly fail to sign the treaty?,Is it false that the scientist allegedly signed the treaty?,Is it alleged that the scientist failed to sign the treaty?,Could it be alleged that the scientist failed to sign the treaty?,"Allegedly, is it false that the scientist signed the treaty?",Could it be false that the scientist allegedly signed the treaty?
16,jacobi,The scientist signed the treaty.,N,Q,T,,,Could the scientist fail to sign the treaty tomorrow?,Is it false that the scientist will sign the treaty tomorrow?,Could the scientist have failed to sign the treaty earlier?,Could it be that the scientist will fail to sign the treaty tomorrow?,Will it be false that the scientist sign the treaty tomorrow?,Could it be false that the scientist will sign the treaty tomorrow?
16,jacobi,The scientist signed the treaty.,N,M,T,,,The scientist will allegedly fail to sign the treaty tomorrow.,The scientist was allegedly going to fail to sign the treaty.,"Earlier, the scientist allegedly failed to have signed the treaty.","Allegedly, the scientist will fail to sign the treaty tomorrow.","Earlier, it was alleged that the scientist failed to have signed the treaty.",It is alleged that the scientist will fail to sign the treaty tomorrow.
