split,base_id,syntax_family,class,source,target,source_idx,target_idx
train,train_24,simple_svo,future,The engineer defended a new principle.,The engineer will defend a new principle.,48,590
train,train_24,simple_svo,uncertainty,The engineer defended a new principle.,The engineer may have defended a new principle.,48,591
train,train_24,simple_svo,passive,The engineer defended a new principle.,A new principle was defended by the engineer.,48,592
train,train_24,simple_svo,formalization,The engineer defended a new principle.,The fact is that the engineer defended a new principle.,48,593
train,train_24,with_context,negation,The engineer defended a new principle before the deadline.,The engineer never defended a new principle before the deadline.,49,594
train,train_24,with_context,question,The engineer defended a new principle before the deadline.,Did the engineer defend a new principle before the deadline?,49,595
train,train_24,with_context,future,The engineer defended a new principle before the deadline.,The engineer will defend a new principle before the deadline.,49,596
train,train_24,with_context,uncertainty,The engineer defended a new principle before the deadline.,The engineer might have defended a new principle before the deadline.,49,597
train,train_24,with_context,passive,The engineer defended a new principle before the deadline.,A new principle was defended by the engineer before the deadline.,49,598
train,train_24,with_context,formalization,The engineer defended a new principle before the deadline.,It is true that the engineer defended a new principle before the deadline.,49,599
train,train_25,simple_svo,negation,The scientist defended a beautiful painting.,The scientist never defended a beautiful painting.,50,600
train,train_25,simple_svo,question,The scientist defended a beautiful painting.,Did the scientist defend a beautiful painting?,50,601
train,train_25,simple_svo,future,The scientist defended a beautiful painting.,The scientist is going to defend a beautiful painting.,50,602
train,train_25,simple_svo,uncertainty,The scientist defended a beautiful painting.,The scientist may have defended a beautiful painting.,50,603
train,train_25,simple_svo,passive,The scientist defended a beautiful painting.,A beautiful painting had been defended by the scientist.,50,604
train,train_25,simple_svo,formalization,The scientist defended a beautiful painting.,It is true that the scientist defended a beautiful painting.,50,605
train,train_25,with_context,negation,The scientist defended a beautiful painting before the deadline.,The scientist did not defend a beautiful painting before the deadline.,51,606
train,train_25,with_context,question,The scientist defended a beautiful painting before the deadline.,Did the scientist defend a beautiful painting before the deadline?,51,607
train,train_25,with_context,future,The scientist defended a beautiful painting before the deadline.,The scientist is going to defend a beautiful painting before the deadline.,51,608
train,train_25,with_context,uncertainty,The scientist defended a beautiful painting before the deadline.,The scientist might have defended a beautiful painting before the deadline.,51,609
train,train_25,with_context,passive,The scientist defended a beautiful painting before the deadline.,A beautiful painting was defended by the scientist before the deadline.,51,610
