template_id,subject,action_base,object,context,op_a,op_b,pair,source,ab_text,ba_text
105,operator,verify,the report,during the meeting,N,M,NM_vs_MN,The operator verified the report during the meeting.,The operator did not apparently verify the report during the meeting.,The operator apparently failed to verify the report during the meeting.
105,operator,verify,the report,during the meeting,N,T,NT_vs_TN,The operator verified the report during the meeting.,The operator will fail to verify the report during the meeting.,The operator will not verify the report during the meeting.
105,operator,verify,the report,during the meeting,Q,M,QM_vs_MQ,The operator verified the report during the meeting.,Is it apparently true that the operator verified the report during the meeting?,Did the operator apparently verify the report during the meeting?
105,operator,verify,the report,during the meeting,Q,T,QT_vs_TQ,The operator verified the report during the meeting.,Will it be true that the operator will verify the report during the meeting?,Will the operator verify the report during the meeting?
105,operator,verify,the report,during the meeting,M,T,MT_vs_TM,The operator verified the report during the meeting.,The operator apparently will verify the report during the meeting.,The operator will apparently verify the report during the meeting.
106,programmer,submit,the request,after the review,N,Q,NQ_vs_QN,The programmer submitted the request after the review.,Did the programmer fail to submit the request after the review?,Is it false that the programmer submitted the request after the review?
106,programmer,submit,the request,after the review,N,M,NM_vs_MN,The programmer submitted the request after the review.,The programmer did not apparently submit the request after the review.,The programmer apparently refused to submit the request after the review.
106,programmer,submit,the request,after the review,N,T,NT_vs_TN,The programmer submitted the request after the review.,The programmer will fail to submit the request after the review.,The programmer will not submit the request after the review.
106,programmer,submit,the request,after the review,Q,M,QM_vs_MQ,The programmer submitted the request after the review.,Is it apparently true that the programmer submitted the request after the review?,Did the programmer apparently submit the request after the review?
106,programmer,submit,the request,after the review,Q,T,QT_vs_TQ,The programmer submitted the request after the review.,Will it be true that the programmer will submit the request after the review?,Will the programmer submit the request after the review?
106,programmer,submit,the request,after the review,M,T,MT_vs_TM,The programmer submitted the request after the review.,The programmer apparently will submit the request after the review.,The programmer will apparently submit the request after the review.
107,operator,complete,the repair,under the policy,N,Q,NQ_vs_QN,The operator completed the repair under the policy.,Did the operator fail to complete the repair under the policy?,Is it false that the operator completed the repair under the policy?
107,operator,complete,the repair,under the policy,N,M,NM_vs_MN,The operator completed the repair under the policy.,The operator did not allegedly complete the repair under the policy.,The operator allegedly refused to complete the repair under the policy.
107,operator,complete,the repair,under the policy,N,T,NT_vs_TN,The operator completed the repair under the policy.,The operator will fail to complete the repair under the policy.,The operator will not complete the repair under the policy.
107,operator,complete,the repair,under the policy,Q,M,QM_vs_MQ,The operator completed the repair under the policy.,Is it allegedly true that the operator completed the repair under the policy?,Did the operator allegedly complete the repair under the policy?
107,operator,complete,the repair,under the policy,Q,T,QT_vs_TQ,The operator completed the repair under the policy.,Will it be true that the operator will complete the repair under the policy?,Will the operator complete the repair under the policy?
107,operator,complete,the repair,under the policy,M,T,MT_vs_TM,The operator completed the repair under the policy.,The operator allegedly will complete the repair under the policy.,The operator will allegedly complete the repair under the policy.
108,architect,complete,the repair,in the morning,N,Q,NQ_vs_QN,The architect completed the repair in the morning.,Did the architect fail to complete the repair in the morning?,Is it false that the architect completed the repair in the morning?
108,architect,complete,the repair,in the morning,N,M,NM_vs_MN,The architect completed the repair in the morning.,The architect did not apparently complete the repair in the morning.,The architect apparently refused to complete the repair in the morning.
108,architect,complete,the repair,in the morning,N,T,NT_vs_TN,The architect completed the repair in the morning.,The architect will fail to complete the repair in the morning.,The architect will not complete the repair in the morning.
108,architect,complete,the repair,in the morning,Q,M,QM_vs_MQ,The architect completed the repair in the morning.,Is it apparently true that the architect completed the repair in the morning?,Did the architect apparently complete the repair in the morning?
108,architect,complete,the repair,in the morning,Q,T,QT_vs_TQ,The architect completed the repair in the morning.,Will it be true that the architect plans to complete the repair in the morning?,Will the architect complete the repair in the morning?
108,architect,complete,the repair,in the morning,M,T,MT_vs_TM,The architect completed the repair in the morning.,The architect apparently plans to complete the repair in the morning.,The architect will apparently complete the repair in the morning.
109,engineer,confirm,the answer,after the review,N,Q,NQ_vs_QN,The engineer confirmed the answer after the review.,Did the engineer fail to confirm the answer after the review?,Is it false that the engineer confirmed the answer after the review?
109,engineer,confirm,the answer,after the review,N,M,NM_vs_MN,The engineer confirmed the answer after the review.,The engineer did not apparently confirm the answer after the review.,The engineer apparently did not confirm the answer after the review.
109,engineer,confirm,the answer,after the review,N,T,NT_vs_TN,The engineer confirmed the answer after the review.,The engineer will fail to confirm the answer after the review.,The engineer will not confirm the answer after the review.
109,engineer,confirm,the answer,after the review,Q,M,QM_vs_MQ,The engineer confirmed the answer after the review.,Is it apparently true that the engineer confirmed the answer after the review?,Did the engineer apparently confirm the answer after the review?
109,engineer,confirm,the answer,after the review,Q,T,QT_vs_TQ,The engineer confirmed the answer after the review.,Will it be true that the engineer plans to confirm the answer after the review?,Will the engineer confirm the answer after the review?
109,engineer,confirm,the answer,after the review,M,T,MT_vs_TM,The engineer confirmed the answer after the review.,The engineer apparently plans to confirm the answer after the review.,The engineer will apparently confirm the answer after the review.
110,consultant,complete,the repair,during the meeting,N,Q,NQ_vs_QN,The consultant completed the repair during the meeting.,Did the consultant fail to complete the repair during the meeting?,Is it false that the consultant completed the repair during the meeting?
110,consultant,complete,the repair,during the meeting,N,M,NM_vs_MN,The consultant completed the repair during the meeting.,The consultant did not apparently complete the repair during the meeting.,The consultant apparently refused to complete the repair during the meeting.
110,consultant,complete,the repair,during the meeting,N,T,NT_vs_TN,The consultant completed the repair during the meeting.,The consultant will fail to complete the repair during the meeting.,The consultant will not complete the repair during the meeting.
110,consultant,complete,the repair,during the meeting,Q,M,QM_vs_MQ,The consultant completed the repair during the meeting.,Is it apparently true that the consultant completed the repair during the meeting?,Did the consultant apparently complete the repair during the meeting?
110,consultant,complete,the repair,during the meeting,Q,T,QT_vs_TQ,The consultant completed the repair during the meeting.,Will it be true that the consultant will complete the repair during the meeting?,Will the consultant complete the repair during the meeting?
110,consultant,complete,the repair,during the meeting,M,T,MT_vs_TM,The consultant completed the repair during the meeting.,The consultant apparently will complete the repair during the meeting.,The consultant will apparently complete the repair during the meeting.
111,manager,submit,the request,during the meeting,N,Q,NQ_vs_QN,The manager submitted the request during the meeting.,Did the manager fail to submit the request during the meeting?,Is it false that the manager submitted the request during the meeting?
111,manager,submit,the request,during the meeting,N,M,NM_vs_MN,The manager submitted the request during the meeting.,The manager did not apparently submit the request during the meeting.,The manager apparently refused to submit the request during the meeting.
111,manager,submit,the request,during the meeting,N,T,NT_vs_TN,The manager submitted the request during the meeting.,The manager will fail to submit the request during the meeting.,The manager will not submit the request during the meeting.
111,manager,submit,the request,during the meeting,Q,M,QM_vs_MQ,The manager submitted the request during the meeting.,Is it apparently true that the manager submitted the request during the meeting?,Did the manager apparently submit the request during the meeting?
111,manager,submit,the request,during the meeting,Q,T,QT_vs_TQ,The manager submitted the request during the meeting.,Will it be true that the manager is going to submit the request during the meeting?,Will the manager submit the request during the meeting?
111,manager,submit,the request,during the meeting,M,T,MT_vs_TM,The manager submitted the request during the meeting.,The manager apparently is going to submit the request during the meeting.,The manager will apparently submit the request during the meeting.
112,operator,support,the theory,for the committee,N,Q,NQ_vs_QN,The operator supported the theory for the committee.,Did the operator fail to support the theory for the committee?,Is it false that the operator supported the theory for the committee?
112,operator,support,the theory,for the committee,N,M,NM_vs_MN,The operator supported the theory for the committee.,The operator did not apparently support the theory for the committee.,The operator apparently did not support the theory for the committee.
112,operator,support,the theory,for the committee,N,T,NT_vs_TN,The operator supported the theory for the committee.,The operator will fail to support the theory for the committee.,The operator will not support the theory for the committee.
112,operator,support,the theory,for the committee,Q,M,QM_vs_MQ,The operator supported the theory for the committee.,Is it apparently true that the operator supported the theory for the committee?,Did the operator apparently support the theory for the committee?
112,operator,support,the theory,for the committee,Q,T,QT_vs_TQ,The operator supported the theory for the committee.,Will it be true that the operator is going to support the theory for the committee?,Will the operator support the theory for the committee?
112,operator,support,the theory,for the committee,M,T,MT_vs_TM,The operator supported the theory for the committee.,The operator apparently is going to support the theory for the committee.,The operator will apparently support the theory for the committee.
113,auditor,accept,the explanation,under the policy,N,Q,NQ_vs_QN,The auditor accepted the explanation under the policy.,Did the auditor fail to accept the explanation under the policy?,Is it false that the auditor accepted the explanation under the policy?
113,auditor,accept,the explanation,under the policy,N,M,NM_vs_MN,The auditor accepted the explanation under the policy.,The auditor did not reportedly accept the explanation under the policy.,The auditor reportedly refused to accept the explanation under the policy.
113,auditor,accept,the explanation,under the policy,N,T,NT_vs_TN,The auditor accepted the explanation under the policy.,The auditor will fail to accept the explanation under the policy.,The auditor will not accept the explanation under the policy.
113,auditor,accept,the explanation,under the policy,Q,M,QM_vs_MQ,The auditor accepted the explanation under the policy.,Is it reportedly true that the auditor accepted the explanation under the policy?,Did the auditor reportedly accept the explanation under the policy?
113,auditor,accept,the explanation,under the policy,Q,T,QT_vs_TQ,The auditor accepted the explanation under the policy.,Will it be true that the auditor will accept the explanation under the policy?,Will the auditor accept the explanation under the policy?
113,auditor,accept,the explanation,under the policy,M,T,MT_vs_TM,The auditor accepted the explanation under the policy.,The auditor reportedly will accept the explanation under the policy.,The auditor will reportedly accept the explanation under the policy.
114,planner,accept,the explanation,after the review,N,Q,NQ_vs_QN,The planner accepted the explanation after the review.,Did the planner fail to accept the explanation after the review?,Is it false that the planner accepted the explanation after the review?
114,planner,accept,the explanation,after the review,N,M,NM_vs_MN,The planner accepted the explanation after the review.,The planner did not apparently accept the explanation after the review.,The planner apparently failed to accept the explanation after the review.
114,planner,accept,the explanation,after the review,N,T,NT_vs_TN,The planner accepted the explanation after the review.,The planner will fail to accept the explanation after the review.,The planner will not accept the explanation after the review.
114,planner,accept,the explanation,after the review,Q,M,QM_vs_MQ,The planner accepted the explanation after the review.,Is it apparently true that the planner accepted the explanation after the review?,Did the planner apparently accept the explanation after the review?
114,planner,accept,the explanation,after the review,Q,T,QT_vs_TQ,The planner accepted the explanation after the review.,Will it be true that the planner plans to accept the explanation after the review?,Will the planner accept the explanation after the review?
114,planner,accept,the explanation,after the review,M,T,MT_vs_TM,The planner accepted the explanation after the review.,The planner apparently plans to accept the explanation after the review.,The planner will apparently accept the explanation after the review.
115,teacher,submit,the request,after the review,N,Q,NQ_vs_QN,The teacher submitted the request after the review.,Did the teacher fail to submit the request after the review?,Is it false that the teacher submitted the request after the review?
115,teacher,submit,the request,after the review,N,M,NM_vs_MN,The teacher submitted the request after the review.,The teacher did not reportedly submit the request after the review.,The teacher reportedly did not submit the request after the review.
115,teacher,submit,the request,after the review,N,T,NT_vs_TN,The teacher submitted the request after the review.,The teacher will fail to submit the request after the review.,The teacher will not submit the request after the review.
115,teacher,submit,the request,after the review,Q,M,QM_vs_MQ,The teacher submitted the request after the review.,Is it reportedly true that the teacher submitted the request after the review?,Did the teacher reportedly submit the request after the review?
115,teacher,submit,the request,after the review,Q,T,QT_vs_TQ,The teacher submitted the request after the review.,Will it be true that the teacher will submit the request after the review?,Will the teacher submit the request after the review?
115,teacher,submit,the request,after the review,M,T,MT_vs_TM,The teacher submitted the request after the review.,The teacher reportedly will submit the request after the review.,The teacher will reportedly submit the request after the review.
116,planner,update,the schedule,after the review,N,Q,NQ_vs_QN,The planner updated the schedule after the review.,Did the planner fail to update the schedule after the review?,Is it false that the planner updated the schedule after the review?
116,planner,update,the schedule,after the review,N,M,NM_vs_MN,The planner updated the schedule after the review.,The planner did not apparently update the schedule after the review.,The planner apparently did not update the schedule after the review.
116,planner,update,the schedule,after the review,N,T,NT_vs_TN,The planner updated the schedule after the review.,The planner will fail to update the schedule after the review.,The planner will not update the schedule after the review.
116,planner,update,the schedule,after the review,Q,M,QM_vs_MQ,The planner updated the schedule after the review.,Is it apparently true that the planner updated the schedule after the review?,Did the planner apparently update the schedule after the review?
116,planner,update,the schedule,after the review,Q,T,QT_vs_TQ,The planner updated the schedule after the review.,Will it be true that the planner plans to update the schedule after the review?,Will the planner update the schedule after the review?
116,planner,update,the schedule,after the review,M,T,MT_vs_TM,The planner updated the schedule after the review.,The planner apparently plans to update the schedule after the review.,The planner will apparently update the schedule after the review.
117,analyst,verify,the report,in the morning,N,Q,NQ_vs_QN,The analyst verified the report in the morning.,Did the analyst fail to verify the report in the morning?,Is it false that the analyst verified the report in the morning?
117,analyst,verify,the report,in the morning,N,M,NM_vs_MN,The analyst verified the report in the morning.,The analyst did not apparently verify the report in the morning.,The analyst apparently refused to verify the report in the morning.
117,analyst,verify,the report,in the morning,N,T,NT_vs_TN,The analyst verified the report in the morning.,The analyst will fail to verify the report in the morning.,The analyst will not verify the report in the morning.
117,analyst,verify,the report,in the morning,Q,M,QM_vs_MQ,The analyst verified the report in the morning.,Is it apparently true that the analyst verified the report in the morning?,Did the analyst apparently verify the report in the morning?
117,analyst,verify,the report,in the morning,Q,T,QT_vs_TQ,The analyst verified the report in the morning.,Will it be true that the analyst will verify the report in the morning?,Will the analyst verify the report in the morning?
117,analyst,verify,the report,in the morning,M,T,MT_vs_TM,The analyst verified the report in the morning.,The analyst apparently will verify the report in the morning.,The analyst will apparently verify the report in the morning.
118,consultant,confirm,the answer,before the deadline,N,Q,NQ_vs_QN,The consultant confirmed the answer before the deadline.,Did the consultant fail to confirm the answer before the deadline?,Is it false that the consultant confirmed the answer before the deadline?
118,consultant,confirm,the answer,before the deadline,N,M,NM_vs_MN,The consultant confirmed the answer before the deadline.,The consultant did not apparently confirm the answer before the deadline.,The consultant apparently refused to confirm the answer before the deadline.
118,consultant,confirm,the answer,before the deadline,N,T,NT_vs_TN,The consultant confirmed the answer before the deadline.,The consultant will fail to confirm the answer before the deadline.,The consultant will not confirm the answer before the deadline.
118,consultant,confirm,the answer,before the deadline,Q,M,QM_vs_MQ,The consultant confirmed the answer before the deadline.,Is it apparently true that the consultant confirmed the answer before the deadline?,Did the consultant apparently confirm the answer before the deadline?
118,consultant,confirm,the answer,before the deadline,Q,T,QT_vs_TQ,The consultant confirmed the answer before the deadline.,Will it be true that the consultant plans to confirm the answer before the deadline?,Will the consultant confirm the answer before the deadline?
118,consultant,confirm,the answer,before the deadline,M,T,MT_vs_TM,The consultant confirmed the answer before the deadline.,The consultant apparently plans to confirm the answer before the deadline.,The consultant will apparently confirm the answer before the deadline.
119,programmer,fix,the bug,before the deadline,N,Q,NQ_vs_QN,The programmer fixed the bug before the deadline.,Did the programmer fail to fix the bug before the deadline?,Is it false that the programmer fixed the bug before the deadline?
119,programmer,fix,the bug,before the deadline,N,M,NM_vs_MN,The programmer fixed the bug before the deadline.,The programmer did not allegedly fix the bug before the deadline.,The programmer allegedly did not fix the bug before the deadline.
119,programmer,fix,the bug,before the deadline,N,T,NT_vs_TN,The programmer fixed the bug before the deadline.,The programmer will fail to fix the bug before the deadline.,The programmer will not fix the bug before the deadline.
119,programmer,fix,the bug,before the deadline,Q,M,QM_vs_MQ,The programmer fixed the bug before the deadline.,Is it allegedly true that the programmer fixed the bug before the deadline?,Did the programmer allegedly fix the bug before the deadline?
119,programmer,fix,the bug,before the deadline,Q,T,QT_vs_TQ,The programmer fixed the bug before the deadline.,Will it be true that the programmer plans to fix the bug before the deadline?,Will the programmer fix the bug before the deadline?
119,programmer,fix,the bug,before the deadline,M,T,MT_vs_TM,The programmer fixed the bug before the deadline.,The programmer allegedly plans to fix the bug before the deadline.,The programmer will allegedly fix the bug before the deadline.
